All,Alle
"We cannot add the RMA history.","We kunnen de RMA geschiedenis niet toevoegen."
"Invalid order","Ongeldige volgorde"
"We can't retrieve the product list right now.","We kunnen de productlijst nu niet ophalen."
"Please specify a carrier.","Geef een vervoerder op."
"Please enter a tracking number.","Voer een trackingnummer in."
"We cannot initialize an RMA to add a tracking number.","We kunnen geen RMA initialiseren om een tracking-nummer toe te voegen."
"We can't add a message right now.","Wij kunnen nu geen bericht toevoegen."
"New Return","Nieuwe retour"
"%1 RMA(s) cannot be closed","%1 RMA(s) kan niet worden gesloten"
"We cannot close the RMA request(s).","We kunnen de RMA aanvra(a) g(en) niet sluiten."
"%1 RMA (s) have been closed.","%1 RMA (s) zijn afgesloten."
"You created a shipping label.","U heeft het verzendlabel aangemaakt."
"We can't create a shipping label right now.","We kunnen nu niet een verzendlabel aanmaken."
"Manage RMA Item Attributes","Beheer RMA Item Attributen"
"You deleted the RMA attribute.","U hebt het RMA-kenmerk verwijderd."
"We can't delete the RMA item attribute right now.","Wij kunnen het kenmerk RMA item attribuut nu niet verwijderen."
"Edit Return Item Attribute","Pas het retour item attribuut aan"
"Returns Attributes","Retour attributen"
"New Return Attribute","Nieuw retour attribuut"
"You saved the RMA item attribute.","U heeft het RMA item attribuut opgeslagen."
"Something went wrong while saving the RMA item attribute.","Er ging iets mis bij het opslaan van het RMA item attribuut."
"An attribute with the same code already exists.","Er bestaat een attribuut met dezelfde code."
"The wrong RMA item was requested.","Het verkeerde RMA-artikel werd gevraagd."
"We cannot display the item attributes.","We kunnen de item attributen niet weergeven."
"There are no applicable items for return in this order.","Er zijn geen producten die in aanmerking komen voor retourneren binnen deze bestelling."
"We don't recognize or support the file extension in shipment %1.","Wij herkennen of ondersteunen niet de bestandsextensie in verzending %1."
"Something went wrong creating a shipping label.","Er ging iets mis bij het aanmaken van een verzendlabel."
"A quantity you're trying to add exceeds the number of products we shipped.","Een hoeveelheid die u probeert toe te voegen is groter dan het aantal producten die we verzonden."
"Products should be added to package(s)","Product moet worden toegevoegd aan het pakket/de pakketjes"
"Please enter a valid value.","Voer een geldige waarde in."
"This is the wrong RMA ID.","Dit is de verkeerde RMA-ID."
"We cannot display the available shipping methods.","We kunnen de beschikbare verzendmethoden niet weergeven."
"We cannot initialize an RMA to delete a tracking number.","We kunnen geen RMA initialiseren om een tracking-nummer te verwijderen."
"We can't delete the tracking number right now.","We kunnen het tracking nummer momenteel niet verwijderen."
"We can't save this RMA.","We kunnen dit RMA niet bewaren."
"You saved the RMA request.","U heeft de RMA aanvraag opgeslagen."
"You did not email your customer. Please check your email settings.","U heeft de klant geen email verstuurd. Controleer uw email instellingen."
"You submitted the RMA request.","U heeft het RMA verzoek ingediend."
"No items for bundle product","Geen artikelen voor bundelproduct"
"The wrong order ID or item ID was requested.","Onjuist bestellings ID of product ID werd opgevraagd."
"Shipping Labels are not allowed.","Bezorg Lavels zijn niet toegestaan."
"Please select a valid carrier.","Selecteer een geldige vervoerder."
"Please enter a valid tracking number.","Voer een geldig tracking-nummer in."
"We can't add a label right now.","We kunnen nu geen label toevoegen."
"You selected the wrong RMA.","U hebt de verkeerde RMA geselecteerd."
"We can't create a return transaction for order #%1.","Retourtransactie kan niet worden aangemaakt voor order #%1."
"Create New Return","Nieuwe return aanmaken"
"We can't delete the label right now.","We kunnen het label nu niet verwijderen."
"You submitted Return #%1.","U heeft Retour #%1 ingevoerd."
"We can't create a return right now. Please try again later.","We kunnen nu geen retour aanmaken. Probeer het later nog eens."
"Return #%1","Retour #%1"
"Cannot add message.","Kan geen bericht toevoegen"
"My Returns",Retouren
"Tracking Information","Track en Trace informatie"
"Page not found","Pagina niet gevonden"
"Please check this order for errors.","Controleer deze bestelling op fouten."
"Contact Email Address","contact email adres"
"Only one RMA is available for printing","Slechts een RMA is beschikbaar voor afdrukken"
"Return # ","Retour # "
"Return Date: ",Retourdatum
"Order # ",Ordernr.
"Ordered: ","Besteld: "
"Return Address:",Retouradres
"There is an error in quantities for item %1.","Er is een fout opgetreden in de aantallen voor product %1."
"Authorized Qty","Goedgekeurd aantal"
"Returned Qty","Retourzending Aantal"
"Approved Qty","Goedgekeurd aantal"
"%1 for item %2 cannot be empty.","%1 voor item %2 mag niet leeg zijn."
"You cannot return %1.","U kunt %1 niet retourneren."
"A quantity of %1 is greater than you can return.","Het aantal van %1 is hoger dan wat u terug kunt sturen."
"You entered an invalid type: ""%1"".","Ongeldig type ingevoerd: '%1'."
"You entered an invalid email address: ""%1"".","Ongeldig e-mailadres ingevoerd: '%1'."
"You entered an invalid hostname: ""%1""","Ongeldige hostname ingevoerd: '%1'"
"""%1"" is longer than allowed.","""%1"" is langer dan toegestaan."
"The label cannot be created for '%1' because the product does not exist in the system.","Het label kan niet worden aangemaakt voor '%1' omdat het product niet bestaat in het systeem."
"We can't save this RMA. No items were specified.","Kan deze RMA niet opslaan. Er zijn geen producten opgegeven."
"Partially Authorized","Gedeeltelijk Toegestaan"
"Return Received","Retourzending ontvangen"
"Return Partially Received","Retourzending deels ontvangen"
"Partially Approved","Gedeeltelijk goedgekeurd"
"Partially Rejected","Gedeeltelijk Afgewezen"
Denied,Afgewezen
"Processed and Closed","Verwerkt en Gesloten"
"This is the wrong RMA item status.","Dit is de verkeerde RMA product status."
"We authorized your Return request.","Uw retour verzoek is geautoriseerd."
"We partially authorized your Return request.","Uw retour verzoek is gedeeltelijk geautoriseerd."
"We received your Return request.","Wij hebben uw retourverzoek ontvangen."
"We partially received your Return request.","Uw retour verzoek is gedeeltelijk ontvangen."
"We partially approved your Return request.","Uw retour verzoek is gedeeltelijk goedgekeurd."
"We partially rejected your Return request.","We hebben uw retourverzoek gedeeltelijk afgewezen."
"We closed your Return request.","We hebben uw retourverzoek gesloten."
"We processed and closed your Return request.","Uw retourverzoek is verwerkt en gesloten."
"ID cannot be an empty","ID mag niet leeg zijn"
"Please enter a valid comment.","Voer een geldige opmerking in."
"No such entity with %1 = %2, %3 = %4","Geen dergelijke entiteit met %1 = %2, %3 = %4"
"We need more information to create your shipping label(s). Please verify your store information and shipping settings.","We hebben meer informatie nodig om uw verzending label(s) aan te maken. Controleer de winkel informatie en verzendings instellingen."
"No detail for number ""%1""","Geen detail voor nummer ""%1"""
"Shipment does not exists.","Zending bestaat niet."
"We can't load track with retrieving identifier right now.","Track-en-trace nummer kan niet worden geladen."
"No detail for number ""' . . '""","Geen Detail voor nummer ""' . . '"""
"All Items","Alle producten"
"Individual Items","Individuele producten"
"Account &amp; Shipping Information","Account- &amp; verzendinformatie"
"RMA Totals","RMA totalen"
"Request Details","Vraag details aan"
"Customer Name","Naam klant"
"RMA History","RMA geschiedenis"
"Comment Text","Tekst opmerking"
"Visible on Storefront","Zichtbaar in winkelaanzicht"
"Customer Service",Klantenservice
"Not Notified","Niet ge-e-maild"
"Return Address",Retouradres
"Order Shipping Address","Verzendadres bestelling"
"Delete Line","Verwijder regel"
"Customs Value",Douanewaarde
"Qty Ordered","Besteld aantal"
"Change shipping method.","Wijzig verzendmethode"
"No authorized items or allowed shipping methods","Geen geautoriseerde artikelen of toegestane verzendmethodes"
Carrier,Vervoerder
Number,Nummer
"Create Shipping Label","Verzendlabel maken"
"Enabled when authorized items require a new shipment.","Beschikbaar wanneer de geautoriseerde producten een nieuwe verzending nodig hebben."
"Order &amp; Account Information","Bestelling &amp; accountgegevens"
"Return Totals","Retour totalen"
"Return Confirmation","Retour bevestiging"
"Email Returns Confirmation","E-mail retour bevestiging"
"RMA Items Requested for","RMA producten aangevraagd voor"
"Please Select Products to Add","Selecteer Alstublieft Producten om Toe te Voegen"
"Return items","Producten retourneren"
Sub-items,Sub-Items
"Quantity To Return","Kwantiteit Terug Te Sturen"
"Remaining Quantity:","Resterend aantal:"
"New Return for Order %1","Nieuw retour voor bestelling %1"
"Return Items Information","Informatie Retourproducten"
"Add Item To Return","Voeg product toe aan de retour aanvraag"
"Return #","Retourzending #"
"Ship From","Bezorg vanaf"
"Return Status","Retourzending status"
"View Return","Bekijk retournering"
"You have placed no returns.","U heeft geen retourneringen geplaatst"
Packages,Pakketten
Package,Pakket
Length,Lengte
"Total Weight",Totaalgewicht
"Items in the Package","Items in het pakket"
"Are you sure you want to delete this tracking information?","Weet u zeker dat u deze traceerinformatie wilt verwijderen?"
"Request Information","Vraag informatie aan"
"Date Requested","Datum verzoek"
"Shipping and Tracking Information","Bezorg en Tracking Informatie"
"Track this shipment","Traceer deze bestelling"
"Items Return Requested For","Teruggave Item Gevraagd Voor"
"Request Qty","Verzoek kwantiteit"
"Hide Details","Verberg details"
"Show Details","Toon Details"
"Questions and Answers","Vragen en antwoorden"
Questions,Vragen
Answers,Antwoorden
"Leave Comment","Laat een opmerking achter"
"%store_name:  New customer comment","%store_name: Nieuwe klantopmering"
"New Comment for RMA #%increment_id","Nieuwe commentaar voor RMA #%increment_id"
"Customer %name has left a new comment:","Klant %name heeft een nieuwe opmerking achtergelaten:"
"%store_name : New Return #%increment_id","%store_name: Nieuwe retour #%increment_id"
"Your return request has been updated. Please see below.","Uw retourverzoek is bijgewerkt. Zie hieronder."
"You can check the status of your return by <a href=""%account_url"">logging into your account</a> or <a href=""%form_url"">using your order number</a>.","U kan de status van uw retour bekijken door <a href=""%account_url"">in te loggen op uw account</a> of <a href=""%form_url"">door gebruik van uw bestelnummer</a>."
"Your Return #%increment_id - %status_label","Uw retour #%increment_id - %status_label"
"You can check the status of your return <a href=""%form_url"">using your order number</a>.","U kan de status bekijken van uw retour <a href=""%form_url"">met behulp van uw bestelnummer</a>."
"If you have any questions about your return, please contact us at <a href=""mailto:%support_email"">%support_email</a>.","Indien u vragen heeft over uw retour, contacteer ons dan op <a href=""mailto:%support_email"">%support_email</a>."
"We received your return request. You will be notified when your request is reviewed.","We hebben uw retourverzoek ontvangen. U zal op de hoogte worden gebracht als uw verzoek wordt gevalideerd."
"Placed on %created_at","Geplaatst op %created_at"
"Click Details for more required fields.","Klik op Details voor meer verplichte velden."
"Create Packages","Nieuw pakket aanmaken"
"Add Package","Voeg pakket toe"
"RMA Settings","RMA instellingen"
"Enable RMA on Storefront","RMA op Storefront inschakelen"
"Enable RMA on Product Level","Schakel RMA's in op productniveau"
"Use Store Address","Gebruik winkeladres"
"Contact Name","contact naam"
"RMA Email Sender","Afzender RMA E-mail"
"RMA Email Template","RMA email template"
"RMA Email Template for Guest","RMA email template voor gast"
"Send RMA Email Copy To","Verzend RMS E-mail Kopie Naar"
"Send RMA Email Copy Method","Verzend RMS E-mail Kopie Methode"
"RMA Authorization","RMA Autorisatie"
"RMA Authorization Email Sender","Afzender RMA Autorisatie E-mail"
"RMA Authorization Email Template","RMA Autorisatie email template"
"RMA Authorization Email Template for Guest","RMA Autorisatie email template voor gast"
"Send RMA Authorization Email Copy To","Stuur Kopie RMA Autorisatie E-mail Naar"
"Send RMA Authorization Email Copy Method","Stuur RMA Autorisatie E-mail Kopie Methode"
"RMA Admin Comments","RMA Admin Opmerkingen"
"RMA Comment Email Sender","Afzender RMA Opmerking E-mail"
"RMA Comment Email Template","RMA Opmerkingen e-mailtemplate"
"RMA Comment Email Template for Guest","RMA commentaar email template voor gast"
"Send RMA Comment Email Copy To","Stuur RMA Opmerkingen E-mail Naar"
"RMA Customer Comments","RMA opmerkingen van klanten"
"RMA Comment Email Recipient","Geadresseerde RMA-Opmerking e-mail"
"Enabled for RMA","Ingeschakeld voor RMA"
"Miscellaneous Feeds","Diverse Feeds"
"Get Feed","Feed opvragen"
"RSS Feeds Section","RSS Feeds Sectie"
"RSS Feeds","RSS feeds"
"Rss Config","RSS configuratie"
"Enable RSS","RSS inschakelen"
"Please choose a valid discount amount.","Kies een geldig kortingsbedrag."
"End Date must follow Start Date.","Einddatum moet later zijn dan begindatum."
"Please specify Customer Groups.","Geef klantgroepen op."
by,door
"Please choose an action to add.","Kies een actie om toe te voegen."
"Perform following actions","Voer de volgende acties uit"
"does not contain","bevat niet"
ALL,ALLE
ANY,"ÉÉN OF MEERDERE"
TRUE,WAAR
FALSE,"NIET WAAR"
"If %1 of these conditions are %2:","Als %1 van deze voorwaarden %2 zijn:"
"Unknown condition operator","Onbekende condition operator"
"There is no information about associated entity type ""%1"".","Er is geen informatie over de geassocieerde entiteit-typen ""%1""."
"Credit Memos",Creditfacturen
Invoices,Facturen
"We can't get the order instance right now.","Orderexemplaar kan niet worden verkregen."
"Create New Order","Nieuwe bestelling aanmaken"
"Save Order Address","Bestelling-adres opslaan"
"Edit Order %1 %2 Address","Wijzig bestelling %1 %2 adres"
"Order Address Information","Bestelling adres-informatie"
"Please correct the parent block for this block.","Corrigeer het bovenliggend blok van dit blok."
"Submit Order","Bestelling inboeken"
"Are you sure you want to cancel this order?","Weet u zeker dat u deze bestelling wilt annuleren?"
"Order Comment","Notities bestelling"
"Please select a customer","Selecteer een klant"
"Edit Order #%1","Order #%1 bewerken"
"Create New Order for %1 in %2","Nieuwe bestelling aanmaken voor %1 in %2"
"Create New Order in %1","Nieuwe Bestelling aanmaken in %1"
"Create New Order for %1","Nieuwe bestelling aanmaken voor %1"
"Create New Order for New Customer","Nieuwe bestelling voor nieuwe klant aanmaken"
"Items Ordered","Bestelde artikelen"
"This product is disabled.","Dit product is uitgeschakeld."
"Buy %1 for price %2","Koop %1 voor prijs %2"
"Item ordered qty","Aantal bestelde artikelen"
"%1 with %2 discount each","%1 met %2 korting, elke"
"%1 for %2","%1 voor %2"
"* - Enter custom price including tax","* - Voer speciale prijs in inclusief BTW"
"* - Enter custom price excluding tax","* - Voer speciale prijs in exclusief BTW"
"This product does not have any configurable options","Dit product heeft geen configureerbare opties"
"Please select products","Selecteer producten"
"Add Selected Product(s) to Order","Geselecteerd(e) product(en) aan bestelling toevoegen"
"Update Changes","Wijzigingen bijwerken"
"Are you sure you want to delete all items from shopping cart?","Weet u er zeker dat u alle producten wilt verwijderen uit de winkelwagen?"
"Products in Comparison List","Producten in vergelijk-lijst"
"Last Ordered Items","Laatst bestelde artikelen"
"Please select a store","Selecteer een winkel"
"Order Totals",Bestelling-totalen
"Shipping Incl. Tax (%1)","Verzendkosten incl. BTW (%1)"
"Shipping Excl. Tax (%1)","Verzendkosten excl. BTW (%1)"
"New Credit Memo for Invoice #%1","Nieuwe creditfactuur voor factuur #%1"
"New Credit Memo for Order #%1","Nieuwe creditfactuur voor order #%1"
"Refund Shipping (Incl. Tax)","Verzendkosten terugbetalen (Incl. BTW)"
"Refund Shipping (Excl. Tax)","Verzendkosten terugbetalen (Excl. BTW)"
"Refund Shipping","Afleverkosten terugbetalen"
"Update Qty's","Het aantal bijwerken"
Refund,Terugbetaling
"Refund Offline","Handmatig terugbetalen"
"Paid Amount","Betaald bedrag"
"Refund Amount","Bedrag terugbetaling"
"Shipping Amount",Afleverbedrag
"Shipping Refund","Terugbetaling van verzending"
"Order Grand Total","Eindtotaal van bestelling"
"Adjustment Refund","Extra creditering (klant extra terug betalen)"
"Adjustment Fee","Crediteringskosten (klant minder terug betalen)"
"Send Email","Verstuur e-mail"
"Are you sure you want to send a credit memo email to customer?","Weet u zeker dat u een creditfactuur naar de klant wilt versturen?"
"The credit memo email was sent.","Creditfactuur e-mail werd verzonden."
"The credit memo email wasn't sent.","Credit memo e-mail werd niet verzonden."
"Credit Memo #%1 | %3 | %2 (%4)","Creditfactuur #%1 | %3 | %2 (%4)"
"Total Refund","Totaal terugbetalen"
"New Invoice and Shipment for Order #%1","Nieuwe factuur en verzending voor bestelling %1"
"New Invoice for Order #%1","Nieuwe factuur voor bestelling #%1"
"Submit Invoice and Shipment","Sla factuur en verzending op"
"Submit Invoice","Factuur inboeken"
"Are you sure you want to send an invoice email to customer?","Weet u zeker dat u een factuur e-mail naar de klant wilt versturen?"
"Credit Memo",Creditfactuur
Capture,"Registreer betaling"
"The invoice email was sent.","Factuur e-mail werd verzonden."
"The invoice email wasn't sent.","E-mail met factuur is niet verzonden."
"Invoice #%1 | %2 | %4 (%3)","Factuur #%1 | %2 | %4 (%3)"
"Invalid parent block for this block","Ongeldig 'moederblok' voor dit 'blok'"
"Order Statuses",Orderstatussen
"Create New Status","Nieuwe status aanmaken"
"Assign Status to State","Wijs status toe aan staat"
"Save Status Assignment","Status toewijzing opslaan"
"Assign Order Status to State","Wijs bestelling-status toe aan staat"
"Assignment Information",Toewijzing-informatie
"Order State",Bestelling-staat
"Use Order Status As Default","Gebruik bestelling-status als standaard"
"Visible On Storefront","Zichtbaar in winkeletalage"
"Edit Order Status","Wijzig bestelling-status"
"Save Status","Status opslaan"
"Order Status Information",Bestelling-statusinformatie
"Status Code",Statuscode
"Store View Specific Labels","Winkelaanzicht specifieke labels"
"Total Paid","Totaal betaald"
"Are you sure you want to send an order email to customer?","Weet u zeker dat u een bestelbevestiging naar de klant wilt versturen?"
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?","Hiermee wordt een off-line terugbetaling aangemaakt. Als u een online terugbetaling wilt aanmaken, opent u een factuur en maak daarvoor een creditfactuur aan. Wilt u doorgaan?"
"Are you sure you want to void the payment?","Weet u zeker dat u de betaling nietig wilt verklaren?"
Hold,Vasthouden
hold,vasthouden
Unhold,Vrijgeven
unhold,vrijgeven
"Are you sure you want to accept this payment?","Weet u zeker dat u akkoord gaat met deze betaling?"
"Accept Payment","Accepteer betaling"
"Are you sure you want to deny this payment?","Weet u zeker dat u niet akkoord gaat met deze betaling?"
"Deny Payment","Betaling afwijzen"
"Get Payment Update","Update transactie"
"Invoice and Ship","Factureer en verzend"
Ship,Verzenden
"Order # %1 %2 | %3","Bestelling # %1 %2 | %3"
"This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed.","Deze bestelling bevat (%1) producten en kan daarom niet gewijzigd worden in het admin panel op dit moment. Als u toch wilt bewerken, zullen de (%2) producten verwijderd worden, zal de bestelling worden geannuleerd en wordt een nieuwe bestelling aangemaakt."
"Are you sure? This order will be canceled and a new one will be created instead.","Weet u het zeker? Deze bestelling zal worden geannuleerd, en in plaats hiervan zal een nieuwe worden aangemaakt."
"Save Gift Message","Kadobericht opslaan"
"Order Credit Memos","Creditfacturen bij bestelling"
"Credit memo #%1 created","Creditfactuur #%1 gemaakt"
"Credit memo #%1 comment added","Creditfactuur #%1 opmerking toegevoegd"
"Shipment #%1 created","Verzending %1 aangemaakt"
"Shipment #%1 comment added","Verzending #%1 opmerking toegevoegd"
"Invoice #%1 created","Factuur #%1 aangemaakt"
"Invoice #%1 comment added","Factuur #%1 opmerking toegevoegd"
"Tracking number %1 for %2 assigned","Tracking nummer %1 voor %2 toegewezen"
"Comments History",Bestelling-notities
"Order History",Bestelgeschiedenis
"Order Information",Bestelgegevens
"Order Invoices",Facturen
Shipments,Verzendingen
"Order Shipments","Verzonden bestellingen"
Transactions,Transacties
"Order View","Bekijken van bestelling"
"Applies to Any of the Specified Order Statuses except canceled orders","Is van toepassing op een van de opgegeven bestelstatussen behalve geannuleerde bestellingen"
"Show Actual Values","Toon actuele waardes"
"New Order RSS","Nieuwe bestellingen RSS"
"Discount (%1)","Korting (%1)"
"Transaction # %1 | %2","Transactie # %1 | %2"
Value,Waarde
"We found an invalid entity model.","We vonden een ongeldige entiteitsmodel."
"Back to My Orders","Terug naar bestellingsoverzicht"
"View Another Order","Bekijk een andere bestelling"
"About Your Refund","Over uw creditering"
"You have placed no orders.","U hebt tot op heden nog geen bestellingen geplaatst."
"Subscribe to Order Status","Meld u aan om uw bestelling te volgen"
"About Your Invoice","Over uw factuur"
"Print Order # %1","Print bestelling # %1"
"Grand Total to be Charged","Te betalen eindtotaal"
Unassign,Loskoppelen
"You sent the message.","U heeft het bericht verzonden."
"Invoice capturing error","Fout bij het verzamelen van de factuur"
"This order no longer exists.","Deze bestelling bestaat niet meer"
"We cannot add order history.","We kunnen bestelhistorie niet toevoegen."
"You updated the order address.","U heeft het besteladres bijgewerkt."
"We can't update the order address right now.","Bijwerken van bestellingadres niet gelukt."
"You have not canceled the item.","U hebt het artikel niet geannuleerd."
"You canceled the order.","U hebt de bestelling geannuleerd."
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" kortingscode is niet toegepast. Pas geen korting toe is ingeschakeld voor de geselecteerde product(en)"
"The coupon code has been accepted.","De couponcode is geaccepteerd"
"New Order","Nieuwe bestelling"
"Cannot add new comment.","Kan nieuwe opmerking niet toevoegen."
"The credit memo has been canceled.","De creditfactuur is geannuleerd."
"Credit memo has not been canceled.","Creditfactuur is niet geannuleerd."
"New Memo for #%1","Nieuwe creditfactuur voor #%1"
"New Memo","Nieuwe creditfactuur"
"The credit memo's total must be positive.","Het totaal van de creditnota's moet positief zijn."
"Cannot create online refund for Refund to Store Credit.","Online-terugbetaling voor terugbetaling van winkeltegoed kon niet worden aangemaakt."
"You created the credit memo.","Creditnota is aangemaakt."
"We can't save the credit memo right now.","Creditnota kan niet worden opgeslagen."
"We can't update the item's quantity right now.","Producthoeveelheid kan niet bijgewerkt worden."
"View Memo for #%1","Weergave Memo voor #%1"
"View Memo","Bekijk bericht"
"You voided the credit memo.","U heeft de creditfactuur ongeldig gemaakt."
"We can't void the credit memo.","De creditnota kan niet geannuleerd worden."
"The order no longer exists.","De order bestaat niet langer."
"We can't create credit memo for the order.","Creditnota voor de order kan niet worden aangemaakt."
"Edit Order","Bestelling bewerken"
"You sent the order email.","U heeft de bestelling email verzonden."
"We can't send the email order right now.","We kunnen de email bestelling momenteel niet versturen."
"You have not put the order on hold.","U heeft de bestelling niet in wacht gezet."
"You put the order on hold.","U heeft de bestelling in wacht gezet."
"You canceled the invoice.","U heeft de factuur geannuleerd."
"Invoice canceling error","Fout bij annulering van factuur"
"The invoice has been captured.","De factuur is betaald"
"The order does not allow an invoice to be created.","De bestelling staat niet toe dat er een factuur wordt aangemaakt."
"New Invoice","Nieuwe factuur"
"We can't send the invoice email right now.","We kunnen de factuur nu niet per email verzenden. "
"We can't send the shipment right now.","We kunnen de verzending momenteel niet afhandelen."
"You created the invoice and shipment.","U heeft de factuur en verzending aangemaakt."
"The invoice has been created.","De factuur is aangemaakt"
"Cannot update item quantity.","Kan de aantallen niet wijzigen"
"The invoice has been voided.","De factuur is ongeldig"
"Invoice voiding error","Factuur kon niet vernietigd worden"
"%1 order(s) cannot be canceled.","%1 bestelling(en) kan niet worden geannuleerd."
"You cannot cancel the order(s).","U kunt de bestellingen niet annuleren."
"We canceled %1 order(s).","We hebben %1 bestelling(en) geannuleerd."
"%1 order(s) were not put on hold.","%1 bestelling(en) zijn niet vastgehouden."
"No order(s) were put on hold.","Geen bestellingen op 'hold' gezet"
"You have put %1 order(s) on hold.","%1 bestelling(en) worden vastgehouden."
"%1 order(s) were not released from on hold status.","%1 bestelling(en) zijn niet vrijgegeven uit de vastgehouden-status."
"No order(s) were released from on hold status.","Geen bestelling(en) zijn vrijgegeven uit de vastgehouden-status."
"%1 order(s) have been released from on hold status.","%1 bestelling(en) zijn vrijgegeven uit de vastgehouden-status."
"There are no printable documents related to selected orders.","Er zijn geen printbare documenten gerelateerd aan de geselecteerde bestellingen"
"The payment has been accepted.","De betaling is geaccepteerd"
"The payment has been denied.","De betaling is geweigerd"
"Transaction has been approved.","De transactie is goedgekeurd."
"Transaction has been voided/declined.","Transactie is ongeldig/geweigerd."
"There is no update for the transaction.","Er is geen update voor de transactie."
"We can't update the payment right now.","We kunnen de betaling nu niet bijwerken."
"You assigned the order status.","U heeft een bestelling-status toegewezen"
"Something went wrong while assigning the order status.","Er ging iets mis tijdens het toewijzen van de serviceorderstatus."
"We can't find this order status.","We kunnen de status van de bestelling niet vinden."
"Create New Order Status","Maak een nieuwe bestelling-status"
"We found another order status with the same order status code.","Andere orderstatus van bestelling met dezelfde orderstatuscode."
"You saved the order status.","Bestellingstatus opgeslagen."
"We can't add the order status right now.","Kan de bestelling status nu niet toevoegen."
"You have unassigned the order status.","U heeft de status van de bestelling ingetrokken."
"Something went wrong while unassigning the order.","Er ging iets mis tijdens het intrekken van de bestelling."
"Can't unhold order.","Kan bestelling niet vrijgeven."
"You released the order from holding status.","U heeft de bestelling vrijgegeven van de in wacht status."
"The order was not on hold.","De bestelling was niet vastgehouden."
"Exception occurred during order load","De fout trad op tijdens de bestelling"
"Something went wrong while saving the gift message.","Er ging iets fout tijdens het opslaan van het geschenk bericht."
"You saved the gift card message.","U heeft het cadeaubon bericht opgeslagen."
"The payment has been voided.","De betaling is nietig verklaard"
"We can't void the payment right now.","De betaling kan nu niet ongeldig gemaakt worden."
"Please correct the transaction ID and try again.","Corrigeer het transactie ID en probeer opnieuw."
"The transaction details have been updated.","De transactie-details zijn bijgewerkt."
"We can't update the transaction details.","We kunnen de transactie details nu niet bijwerken."
"Orders and Returns","Bestellingen en Retouren"
"You entered incorrect data. Please try again.","U hebt onjuiste gegevens ingevoerd. Probeer het opnieuw."
"We could not add a product to cart by the ID ""%1"".","We kunnen het product niet het toevoegen aan winkelwagen met de ID ""%1""."
"There is an error in one of the option rows.","Er is een fout opgetreden in één van de optierijen."
"Shipping Address: ","Afleveradres: "
"Billing Address: ","Factuuradres: "
"Please specify order items.","Geef producten voor de bestelling op."
"This payment method is not available.","Deze betaalwijze is niet beschikbaar."
"Validation is failed.","Validatie is mislukt."
"Path ""%1"" is not part of allowed directory ""%2""","Pad ""%1"" is geen onderdeel van toegestane directory ""%2"""
"Identifying Fields required","Verplichte velden identificeren"
"""Invoice Document Validation Error(s):\n"" .","""Factuur Document validatie fout(en): \n""."
"Could not save an invoice, see error log for details","Kan de factuur niet opslaan, zie error-log voor details"
"A hold action is not available.","Vasthouden is niet mogelijk."
"You cannot remove the hold.","'Hold' kan niet verwijderd worden."
"Please enter the street.","Vul de straatnaam in."
"Please enter the city.","Voer de plaats in."
"Please enter the phone number.","Vul het telefoonnummer in."
"Please enter the company.","Voer het bedrijf in."
"Please enter the fax number.","Vul het faxnummer in."
"Please enter the zip/postal code.","Vul de postcode in."
"Please enter the country.","Voer het land in."
"Unknown State","Onbekende staat"
"We found an invalid quantity to refund item ""%1"".","Ongeldig aantal gevonden om terug te betalen voor product ""%1""."
"The creditmemo contains product item that is not part of the original order.","De creditfactuur bevat een product-item dat geen deel uitmaakt van de oorspronkelijke bestelling."
"The quantity to refund must not be greater than the unrefunded quantity.","Het aantal om terug te betalen mag niet hoger zijn dan het aantal wat beschikbaar is."
"Maximum shipping amount allowed to refund is: %1","Maximale afleverbedrag voor terugbetaling is: %1"
"Order Id is required for creditmemo document","Bestelling Id is verplicht voor het creditfactuur document"
"The creditmemo contains product SKU ""%1"" that is not part of the original order.","De creditmemo bevat product SKU ""%1"" welke geen deel uitmaakt van de oorspronkelijke bestelling."
"The quantity to creditmemo must not be greater than the unrefunded quantity for product SKU ""%1"".","Het aantal om te crediteren mag niet hoger zijn dan het aantal wat beschikbaar is voor product SKU ""%1""."
"You can't create a creditmemo without products.","U kunt geen creditfactuur aanmaken zonder producten."
"The most money available to refund is %1.","Het meeste geld beschikbaar voor terugbetaling is %1."
"This order already has associated customer account","Deze bestelling heeft al een koppeling met een klanten account"
"We cannot register an existing invoice","We kunnen geen bestaande factuur registreren"
"We can't create creditmemo for the invoice.","Creditnota voor de factuur kan niet worden aangemaakt."
"Order Id is required for invoice document","Bestelling Id is verplicht voor het factuur document"
"The quantity to invoice must not be greater than the uninvoiced quantity for product SKU ""%1"".","Het aantal om te factureren mag niet hoger zijn dan het aantal wat beschikbaar is voor product SKU ""%1""."
"The invoice contains one or more items that are not part of the original order.","De factuur bevat één of meerdere producten dat geen deel uitmaakt van de oorspronkelijke bestelling."
"Unknown Status","Onbekende status"
Backordered,"Wordt nageleverd"
Partial,Gedeeltelijk
Mixed,Gemengd
